,GEO.id,GEO.id2,GEO.display-label,niceName,totalPeople,commuttersTakingTransit,meanTravelTimeTransit,medianIncome,blackPercentage,americanIndianPercentage,asianPercentage,nativePercentage,otherPercentage,twoOrMorePercentage,hispanicPercentage,whitePercentage,leaving1,leaving2,leaving3,leaving4,leaving5,leaving6,leaving7,leaving8,leaving9,leaving10
0,1400000US17031010201,17031010201,"Census Tract 102.01, Cook County, Illinois","Census Tract 102.01, Cook County, Illinois",3016,983,48.9,31731.0,46.7,0.0,3.7,0.0,0.0,2.3,14.8,34.9,2.6,0.0,2.8,7.3,5.1,24.2,6.4,17.4,10.7,23.4
1,1400000US17031010202,17031010202,"Census Tract 102.02, Cook County, Illinois","Census Tract 102.02, Cook County, Illinois",1203,511,,27036.0,34.8,0.0,12.5,0.0,21.3,1.0,34.2,19.4,1.8,3.3,0.0,19.8,3.9,7.8,2.7,29.5,3.1,28.0
2,1400000US17031010300,17031010300,"Census Tract 103, Cook County, Illinois","Census Tract 103, Cook County, Illinois",3122,1205,50.6,34526.0,33.2,0.0,12.2,0.0,4.9,0.0,16.9,37.7,1.4,3.7,2.0,15.4,0.0,5.4,9.0,21.1,9.7,32.4
3,1400000US17031010400,17031010400,"Census Tract 104, Cook County, Illinois","Census Tract 104, Cook County, Illinois",2566,1125,45.5,30142.0,22.4,0.0,4.0,0.0,0.0,4.9,9.9,59.9,5.1,6.0,1.4,0.0,2.5,19.5,8.4,11.6,4.3,41.2
4,1400000US17031010501,17031010501,"Census Tract 105.01, Cook County, Illinois","Census Tract 105.01, Cook County, Illinois",2450,1207,,27371.0,28.7,0.0,11.4,0.0,5.0,1.2,12.5,47.1,1.2,9.3,1.1,7.5,6.6,8.3,4.3,21.4,3.3,37.0
5,1400000US17031010502,17031010502,"Census Tract 105.02, Cook County, Illinois","Census Tract 105.02, Cook County, Illinois",1761,765,44.1,29846.0,21.4,1.2,7.6,0.0,2.5,5.5,6.8,58.7,1.2,3.7,0.0,5.0,5.9,20.0,11.4,14.5,7.3,31.1
6,1400000US17031010503,17031010503,"Census Tract 105.03, Cook County, Illinois","Census Tract 105.03, Cook County, Illinois",961,443,,30777.0,6.8,0.0,7.2,0.0,0.0,1.6,23.3,61.2,1.8,1.8,0.0,8.1,2.0,14.7,7.2,8.1,11.5,44.7
7,1400000US17031010600,17031010600,"Census Tract 106, Cook County, Illinois","Census Tract 106, Cook County, Illinois",4029,1784,,31023.0,18.6,0.0,2.7,0.0,4.0,1.5,23.7,55.4,0.0,1.8,0.0,3.2,13.2,12.6,12.3,17.3,1.8,37.7
8,1400000US17031010701,17031010701,"Census Tract 107.01, Cook County, Illinois","Census Tract 107.01, Cook County, Illinois",2060,598,,31772.0,16.2,0.0,15.9,0.0,0.0,3.2,19.6,45.2,0.0,3.8,3.5,1.3,10.7,13.0,8.5,12.5,10.5,36.0
9,1400000US17031010702,17031010702,"Census Tract 107.02, Cook County, Illinois","Census Tract 107.02, Cook County, Illinois",2939,1493,,24794.0,27.8,0.0,6.2,0.0,8.0,2.1,28.6,35.4,3.2,5.6,2.4,11.9,4.2,11.0,7.0,10.1,5.9,38.7
10,1400000US17031020100,17031020100,"Census Tract 201, Cook County, Illinois","Census Tract 201, Cook County, Illinois",1718,294,,30458.0,33.0,0.0,12.9,0.0,18.4,4.1,8.5,31.6,4.1,0.0,13.3,5.1,5.4,20.4,4.1,21.8,9.9,16.0
11,1400000US17031020200,17031020200,"Census Tract 202, Cook County, Illinois","Census Tract 202, Cook County, Illinois",2926,502,,42292.0,41.2,0.0,15.3,0.0,0.0,0.0,0.0,43.4,0.0,0.0,2.2,7.6,9.8,7.0,14.9,11.8,3.4,43.4
12,1400000US17031020301,17031020301,"Census Tract 203.01, Cook County, Illinois","Census Tract 203.01, Cook County, Illinois",1880,224,,38534.0,0.0,0.0,15.2,0.0,0.0,11.2,16.1,57.6,0.0,0.0,0.0,15.6,17.0,12.1,37.5,2.7,10.3,4.9
13,1400000US17031020302,17031020302,"Census Tract 203.02, Cook County, Illinois","Census Tract 203.02, Cook County, Illinois",2230,377,54.7,46961.0,23.3,0.0,3.7,0.0,0.0,0.0,13.3,59.7,0.0,6.1,7.4,10.6,2.1,38.2,15.6,14.9,2.1,2.9
14,1400000US17031020400,17031020400,"Census Tract 204, Cook County, Illinois","Census Tract 204, Cook County, Illinois",2253,565,51.3,41486.0,22.5,0.0,1.1,0.0,12.0,5.5,25.0,46.0,7.8,5.7,5.1,14.5,1.6,22.3,1.4,24.1,5.3,12.2
15,1400000US17031020500,17031020500,"Census Tract 205, Cook County, Illinois","Census Tract 205, Cook County, Illinois",2778,465,,30871.0,29.5,0.0,8.4,0.0,8.2,8.2,29.0,24.9,11.0,0.0,0.0,0.0,0.0,18.3,17.4,18.1,0.0,35.3
16,1400000US17031020601,17031020601,"Census Tract 206.01, Cook County, Illinois","Census Tract 206.01, Cook County, Illinois",2469,475,,27638.0,22.7,14.7,45.1,0.0,3.8,0.0,3.8,13.7,0.0,0.0,0.0,10.1,11.6,16.0,6.5,15.2,0.0,40.6
17,1400000US17031020602,17031020602,"Census Tract 206.02, Cook County, Illinois","Census Tract 206.02, Cook County, Illinois",1957,485,,26793.0,5.2,0.0,22.5,0.0,16.3,0.0,13.8,49.5,8.0,0.0,6.0,9.5,5.2,6.4,0.0,27.0,0.0,37.9
18,1400000US17031020701,17031020701,"Census Tract 207.01, Cook County, Illinois","Census Tract 207.01, Cook County, Illinois",808,101,,39167.0,6.9,0.0,8.9,0.0,0.0,5.0,10.9,75.2,0.0,0.0,0.0,15.8,0.0,13.9,13.9,14.9,4.0,37.6
19,1400000US17031020702,17031020702,"Census Tract 207.02, Cook County, Illinois","Census Tract 207.02, Cook County, Illinois",3681,276,,27461.0,0.0,0.0,29.3,0.0,0.0,7.6,39.5,23.6,0.0,0.0,0.0,28.6,8.3,8.0,4.7,15.9,7.6,26.8
20,1400000US17031020801,17031020801,"Census Tract 208.01, Cook County, Illinois","Census Tract 208.01, Cook County, Illinois",2832,450,47.5,33162.0,5.1,0.0,34.0,0.0,0.0,0.0,29.6,31.3,0.0,0.0,0.0,6.2,18.7,22.9,8.4,16.2,12.4,15.1
21,1400000US17031020802,17031020802,"Census Tract 208.02, Cook County, Illinois","Census Tract 208.02, Cook County, Illinois",3840,691,,26130.0,25.5,0.0,31.7,0.0,4.2,4.3,16.6,21.9,3.8,0.0,0.0,0.0,8.4,8.5,5.4,9.0,0.0,65.0
22,1400000US17031020901,17031020901,"Census Tract 209.01, Cook County, Illinois","Census Tract 209.01, Cook County, Illinois",2826,810,,28258.0,29.1,0.0,14.0,0.0,7.3,2.5,36.5,17.9,0.7,6.9,4.3,13.5,3.6,25.4,7.8,10.7,0.9,26.2
23,1400000US17031020902,17031020902,"Census Tract 209.02, Cook County, Illinois","Census Tract 209.02, Cook County, Illinois",1946,553,,28596.0,16.6,0.0,14.6,0.0,8.9,0.0,20.8,47.9,4.2,4.2,0.0,11.2,9.9,15.0,13.6,11.6,0.0,30.4
24,1400000US17031030101,17031030101,"Census Tract 301.01, Cook County, Illinois","Census Tract 301.01, Cook County, Illinois",2085,857,46.8,29750.0,24.6,0.0,3.3,0.0,0.0,9.9,21.2,41.0,1.2,7.8,1.4,4.8,12.6,22.5,4.4,15.8,5.6,23.9
25,1400000US17031030102,17031030102,"Census Tract 301.02, Cook County, Illinois","Census Tract 301.02, Cook County, Illinois",1753,882,,36119.0,19.6,1.0,8.4,0.0,12.2,2.3,22.1,43.1,0.0,1.6,7.0,6.3,9.4,18.1,10.5,6.1,7.5,33.3
26,1400000US17031030103,17031030103,"Census Tract 301.03, Cook County, Illinois","Census Tract 301.03, Cook County, Illinois",1204,559,,39198.0,24.3,0.0,12.2,0.0,0.0,1.3,10.2,53.8,0.0,0.0,4.7,6.3,6.6,4.7,19.9,15.0,18.2,24.7
27,1400000US17031030104,17031030104,"Census Tract 301.04, Cook County, Illinois","Census Tract 301.04, Cook County, Illinois",1525,781,,20424.0,12.0,0.0,23.8,0.0,6.5,3.1,14.2,47.9,1.9,9.0,0.6,8.2,3.6,17.0,8.7,18.1,4.5,28.4
28,1400000US17031030200,17031030200,"Census Tract 302, Cook County, Illinois","Census Tract 302, Cook County, Illinois",3137,1111,,41566.0,1.4,0.2,1.0,0.0,0.0,1.3,8.1,88.0,0.0,3.2,5.1,9.1,1.4,9.7,22.4,23.9,1.8,23.5
29,1400000US17031030300,17031030300,"Census Tract 303, Cook County, Illinois","Census Tract 303, Cook County, Illinois",1731,378,53.0,29112.0,8.5,0.0,5.0,0.0,9.3,4.0,25.4,57.1,2.9,0.0,4.8,12.7,12.4,10.3,14.6,7.4,3.2,31.7
30,1400000US17031030400,17031030400,"Census Tract 304, Cook County, Illinois","Census Tract 304, Cook County, Illinois",1558,424,45.9,40978.0,5.2,0.0,12.0,0.0,8.5,0.0,24.1,58.7,2.1,0.0,6.8,7.3,7.5,18.6,17.5,18.4,5.0,16.7
31,1400000US17031030500,17031030500,"Census Tract 305, Cook County, Illinois","Census Tract 305, Cook County, Illinois",4488,1777,,51543.0,1.6,0.0,3.9,0.0,4.3,1.7,18.5,73.9,0.7,0.0,1.8,7.6,2.4,18.5,19.0,19.1,9.3,21.6
32,1400000US17031030601,17031030601,"Census Tract 306.01, Cook County, Illinois","Census Tract 306.01, Cook County, Illinois",2114,1220,,31973.0,30.9,0.0,6.0,0.0,0.0,1.3,5.9,55.9,2.4,6.1,1.6,6.3,6.1,4.8,13.3,17.4,4.2,37.9
33,1400000US17031030603,17031030603,"Census Tract 306.03, Cook County, Illinois","Census Tract 306.03, Cook County, Illinois",1262,731,,32557.0,33.1,0.0,7.9,0.0,2.2,2.5,12.9,43.6,1.2,1.4,0.0,7.0,2.2,20.7,3.7,9.2,1.1,53.6
34,1400000US17031030604,17031030604,"Census Tract 306.04, Cook County, Illinois","Census Tract 306.04, Cook County, Illinois",1714,954,,35950.0,17.8,0.0,31.7,0.0,0.0,4.4,6.6,40.8,2.2,1.0,3.2,1.9,1.5,24.2,13.4,18.3,3.9,30.3
35,1400000US17031030701,17031030701,"Census Tract 307.01, Cook County, Illinois","Census Tract 307.01, Cook County, Illinois",932,601,,32813.0,18.0,0.0,16.6,0.0,6.8,0.0,11.0,54.4,3.2,5.2,3.3,2.5,3.3,17.6,13.8,26.5,7.5,17.1
36,1400000US17031030702,17031030702,"Census Tract 307.02, Cook County, Illinois","Census Tract 307.02, Cook County, Illinois",556,226,,73804.0,15.5,0.0,18.6,0.0,0.0,0.0,8.0,58.0,3.5,0.0,4.0,0.0,8.0,38.5,8.0,19.5,4.9,13.7
37,1400000US17031030703,17031030703,"Census Tract 307.03, Cook County, Illinois","Census Tract 307.03, Cook County, Illinois",1540,794,,42381.0,18.1,4.5,9.2,0.0,2.4,6.2,13.4,56.8,0.0,1.8,0.0,4.4,16.1,12.5,13.7,20.9,2.9,27.7
38,1400000US17031030706,17031030706,"Census Tract 307.06, Cook County, Illinois","Census Tract 307.06, Cook County, Illinois",2072,1000,,43387.0,12.6,0.0,13.9,0.0,0.0,0.0,10.9,62.6,0.0,4.3,1.4,3.6,3.3,21.6,7.0,18.9,5.6,34.3
39,1400000US17031030800,17031030800,"Census Tract 308, Cook County, Illinois","Census Tract 308, Cook County, Illinois",2380,724,,54619.0,5.1,0.0,16.7,0.0,0.0,0.0,12.8,67.1,0.0,1.7,0.0,3.5,1.9,23.9,12.2,34.7,3.6,18.6
40,1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois","Census Tract 309, Cook County, Illinois",1985,677,,55516.0,23.9,0.0,13.6,0.0,6.2,1.3,12.1,49.0,0.0,0.0,0.0,1.5,20.4,10.2,14.2,26.9,2.8,24.1
41,1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois","Census Tract 310, Cook County, Illinois",2759,1070,,50325.0,6.6,0.0,6.6,0.0,2.5,3.6,13.2,72.0,2.0,0.0,1.4,3.7,8.2,22.0,17.3,20.9,8.2,16.3
42,1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois","Census Tract 311, Cook County, Illinois",3320,1324,,41609.0,4.6,0.0,12.2,0.0,3.2,3.5,9.3,70.3,1.8,0.0,0.0,3.9,3.3,15.3,16.4,19.5,3.7,36.1
43,1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois","Census Tract 312, Cook County, Illinois",2783,1371,,34659.0,7.0,0.0,3.3,1.8,0.0,4.6,23.7,61.4,7.1,0.0,4.1,3.4,8.5,12.0,20.2,12.4,2.0,30.3
44,1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois","Census Tract 313, Cook County, Illinois",4183,2016,44.7,40838.0,16.8,0.0,10.1,0.0,2.8,1.5,12.5,59.1,0.1,3.2,0.0,2.8,12.7,16.0,18.1,12.9,6.7,27.3
45,1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois","Census Tract 314, Cook County, Illinois",3282,1356,,56975.0,14.7,0.0,10.5,0.0,0.0,0.0,5.5,70.6,0.8,0.0,0.0,12.1,7.7,20.9,8.5,22.4,9.1,18.5
46,1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois","Census Tract 315.01, Cook County, Illinois",1738,782,,27207.0,22.4,0.0,19.1,0.0,8.4,6.4,17.9,34.3,9.3,5.2,2.9,7.2,0.0,21.4,12.5,6.6,12.4,22.4
47,1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois","Census Tract 315.02, Cook County, Illinois",2373,1330,,22388.0,19.2,0.0,4.6,0.0,1.5,2.3,34.1,40.7,3.2,3.4,3.3,5.9,1.1,17.7,9.9,9.1,5.9,40.5
48,1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois","Census Tract 317, Cook County, Illinois",4123,1859,,41181.0,11.9,0.0,6.0,0.0,5.8,3.6,12.2,68.0,2.5,0.7,3.0,9.4,4.8,8.9,13.3,28.2,2.6,26.5
49,1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois","Census Tract 318, Cook County, Illinois",1267,668,,50128.0,1.9,0.0,10.8,0.0,2.7,3.1,7.5,78.7,0.0,3.9,2.1,0.7,4.6,11.8,21.6,19.5,6.4,29.3
50,1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois","Census Tract 319, Cook County, Illinois",1607,795,43.3,40182.0,3.3,0.0,3.3,0.0,3.6,5.2,12.7,75.6,4.2,0.0,4.0,4.0,8.2,23.1,7.7,19.9,10.2,18.7
51,1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois","Census Tract 321, Cook County, Illinois",4319,2009,,50057.0,2.3,0.0,6.2,0.0,6.2,4.6,26.1,63.8,0.0,1.6,0.0,1.5,12.1,20.6,16.5,20.2,13.3,14.2
52,1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois","Census Tract 401, Cook County, Illinois",2142,495,50.4,52574.0,2.4,0.0,3.2,0.0,8.5,2.0,13.9,78.4,0.0,1.2,3.4,5.5,5.9,25.1,21.2,19.6,4.2,13.9
53,1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois","Census Tract 402.01, Cook County, Illinois",4323,1537,47.7,42284.0,3.8,0.0,6.6,0.0,9.2,3.4,15.6,71.6,0.0,5.4,2.0,4.7,14.1,27.5,8.3,15.9,2.2,19.7
54,1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois","Census Tract 402.02, Cook County, Illinois",3598,829,,32197.0,6.3,0.0,14.1,0.0,11.6,5.5,20.4,54.4,0.0,1.8,4.1,3.4,5.8,15.4,12.4,7.7,6.0,43.3
55,1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois","Census Tract 403, Cook County, Illinois",1553,385,,50452.0,7.3,0.0,19.7,0.0,0.0,5.2,16.1,51.7,0.0,7.3,0.0,4.9,6.8,11.2,29.4,6.0,5.7,28.8
56,1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois","Census Tract 404.01, Cook County, Illinois",1976,650,,53624.0,0.0,0.0,2.9,0.0,3.8,0.0,20.9,76.2,0.0,1.5,1.1,3.1,9.7,14.3,29.7,15.7,9.8,15.1
57,1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois","Census Tract 404.02, Cook County, Illinois",3550,1768,40.3,59820.0,2.3,0.0,6.9,0.0,0.0,1.0,3.6,86.9,0.0,0.8,3.8,2.5,7.4,13.0,38.3,24.6,5.3,4.3
58,1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois","Census Tract 406, Cook County, Illinois",1724,730,,50952.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,84.2,0.0,0.0,1.1,6.0,6.4,13.8,6.7,31.6,8.4,25.9
59,1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois","Census Tract 407, Cook County, Illinois",2072,957,,52060.0,6.6,0.0,4.4,0.0,4.6,0.7,14.3,75.0,2.6,2.3,5.7,1.5,6.7,11.9,21.3,18.8,10.4,18.7
60,1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois","Census Tract 408, Cook County, Illinois",1066,425,,51488.0,0.0,0.0,8.5,0.0,0.0,0.0,0.9,90.6,0.0,3.5,0.0,3.3,0.0,10.6,20.9,25.2,13.2,23.3
61,1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois","Census Tract 409, Cook County, Illinois",1381,596,,50411.0,1.5,0.0,1.7,0.0,0.0,2.7,0.0,94.1,1.3,0.0,0.0,5.5,4.2,16.4,25.5,25.5,3.0,18.5
62,1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois","Census Tract 501, Cook County, Illinois",1682,615,,54464.0,3.9,0.0,7.2,0.0,1.8,2.6,7.2,79.2,0.0,0.0,1.6,8.6,5.5,18.7,28.5,19.0,7.3,10.7
63,1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois","Census Tract 502, Cook County, Illinois",2788,949,,69474.0,9.2,0.0,1.3,0.0,0.0,3.0,8.0,78.6,0.0,2.2,3.4,1.5,5.5,12.1,27.5,6.2,5.7,35.9
64,1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois","Census Tract 503, Cook County, Illinois",1442,458,,62813.0,0.0,5.5,18.3,0.0,0.0,1.5,21.8,52.8,0.0,4.6,0.0,3.3,1.5,32.8,20.3,22.1,2.2,13.3
65,1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois","Census Tract 505, Cook County, Illinois",3627,1311,,52841.0,0.0,0.0,6.0,0.0,0.0,5.5,7.2,81.3,0.0,1.5,3.1,3.1,7.2,20.5,16.2,18.2,8.8,21.4
66,1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois","Census Tract 506, Cook County, Illinois",1653,657,,62057.0,0.0,0.0,6.2,0.0,0.0,0.0,7.6,86.1,0.0,0.0,1.4,0.9,7.0,10.8,12.2,36.5,18.4,12.8
67,1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois","Census Tract 507, Cook County, Illinois",1084,457,,79896.0,0.0,0.9,6.8,0.0,0.0,0.0,4.4,88.0,3.3,0.0,1.1,10.1,2.0,9.0,19.9,32.2,7.2,15.3
68,1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois","Census Tract 508, Cook County, Illinois",872,384,38.8,61795.0,1.8,0.0,4.9,0.0,0.0,1.3,24.2,67.7,1.0,3.6,1.3,1.0,8.1,12.2,12.0,24.7,12.2,23.7
69,1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois","Census Tract 509, Cook County, Illinois",864,198,,52727.0,0.0,0.0,5.6,0.0,5.1,5.1,7.1,82.3,0.0,0.0,2.5,0.0,4.5,23.7,25.3,31.8,0.0,12.1
70,1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois","Census Tract 510, Cook County, Illinois",1033,253,,67625.0,4.7,0.0,11.9,0.0,0.0,2.0,14.6,66.8,0.0,7.1,0.0,2.0,5.9,15.0,19.0,28.9,4.3,17.8
71,1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois","Census Tract 511, Cook County, Illinois",1009,312,,62896.0,0.0,0.0,7.1,0.0,2.6,0.0,0.0,90.4,0.0,3.5,0.0,5.4,3.8,16.3,23.4,32.7,9.9,4.8
72,1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois","Census Tract 512, Cook County, Illinois",992,441,39.2,64205.0,6.6,0.0,4.3,0.0,0.0,7.7,6.3,78.0,0.0,1.4,0.0,1.4,3.6,21.5,23.1,31.7,5.4,11.8
73,1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois","Census Tract 513, Cook County, Illinois",1767,395,,77159.0,0.0,0.0,10.4,0.0,0.0,0.0,9.4,80.3,7.1,0.0,0.0,4.8,5.1,10.1,28.1,21.3,6.1,17.5
74,1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois","Census Tract 514, Cook County, Illinois",1089,206,,65213.0,9.7,0.0,1.9,0.0,0.0,15.5,2.4,70.4,0.0,13.6,0.0,0.0,4.4,12.6,18.4,36.4,8.3,6.3
75,1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois","Census Tract 601, Cook County, Illinois",1810,557,41.9,63731.0,2.0,0.0,9.3,0.0,0.0,2.7,8.6,77.4,0.0,0.0,1.6,5.9,0.9,15.8,20.8,29.3,16.7,9.0
76,1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois","Census Tract 602, Cook County, Illinois",1566,747,,46071.0,2.7,0.0,4.6,0.4,1.5,4.0,18.5,68.4,7.4,0.8,1.6,0.9,5.9,22.9,22.5,17.9,4.8,15.3
77,1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois","Census Tract 603, Cook County, Illinois",2288,856,,66184.0,3.7,0.0,5.0,0.0,0.0,3.3,4.1,83.9,0.4,0.0,0.0,0.0,16.9,22.0,20.3,28.0,7.1,5.3
78,1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois","Census Tract 604, Cook County, Illinois",2711,1048,,60221.0,1.0,0.0,6.4,0.0,1.3,0.9,12.5,79.3,0.0,0.0,0.0,6.7,7.9,25.4,13.0,17.6,10.7,18.8
79,1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois","Census Tract 605, Cook County, Illinois",755,304,,47337.0,0.0,0.0,2.0,0.0,4.9,3.9,29.9,64.1,11.8,0.0,0.0,8.9,5.3,9.5,8.2,26.0,1.6,28.6
80,1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois","Census Tract 608, Cook County, Illinois",3515,1639,37.4,62353.0,3.5,0.0,2.9,0.0,0.9,0.0,4.5,90.0,0.7,0.0,1.1,3.4,2.9,17.0,20.2,29.9,17.6,7.2
81,1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois","Census Tract 609, Cook County, Illinois",5388,2923,,51150.0,9.1,1.5,3.3,0.0,3.7,3.9,17.9,64.2,0.0,0.0,5.5,1.4,6.8,11.9,12.1,28.3,13.0,20.9
82,1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois","Census Tract 610, Cook County, Illinois",1726,873,32.5,59886.0,3.0,0.0,2.7,0.0,0.7,2.2,10.9,81.2,0.7,1.1,1.7,2.7,6.4,11.3,16.7,28.2,11.5,19.6
83,1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois","Census Tract 611, Cook County, Illinois",1135,648,,52932.0,0.8,0.0,5.6,0.0,0.0,0.0,0.9,92.7,0.3,0.0,1.9,5.2,7.6,21.1,13.9,29.5,6.8,13.7
84,1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois","Census Tract 612, Cook County, Illinois",1380,809,,57606.0,2.7,0.0,1.9,0.0,0.0,0.0,7.9,87.5,0.0,0.0,1.1,7.5,11.5,15.0,14.5,21.0,15.5,14.0
85,1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois","Census Tract 615, Cook County, Illinois",1467,649,36.3,59517.0,2.3,0.0,4.5,0.0,1.7,3.2,10.2,79.8,0.0,0.8,2.9,7.6,5.4,25.0,21.6,19.3,6.0,11.6
86,1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois","Census Tract 618, Cook County, Illinois",916,513,,47321.0,7.4,0.0,6.0,0.0,4.7,16.0,6.6,62.8,5.1,3.1,1.0,6.2,8.8,23.2,11.9,8.8,6.6,25.3
87,1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois","Census Tract 619.01, Cook County, Illinois",2499,1417,,52808.0,3.4,0.0,18.8,0.0,3.4,1.1,9.1,67.6,0.0,1.1,0.0,3.7,6.6,15.4,18.8,26.7,11.4,16.4
88,1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois","Census Tract 619.02, Cook County, Illinois",2821,1420,,54223.0,1.3,0.0,6.0,0.0,1.3,0.0,2.7,90.1,0.0,0.0,1.4,0.0,2.3,9.3,14.7,22.7,12.3,37.3
89,1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois","Census Tract 620, Cook County, Illinois",2373,1347,,51028.0,3.0,0.0,7.3,0.0,0.9,1.6,7.0,81.2,0.0,0.0,1.3,4.0,3.1,4.2,18.3,29.3,17.4,22.4
90,1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois","Census Tract 621, Cook County, Illinois",2746,1699,,51667.0,0.6,0.0,3.8,0.0,0.5,3.4,9.9,82.3,2.1,0.0,1.0,3.6,5.6,11.2,22.3,13.8,14.4,26.0
91,1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois","Census Tract 622, Cook County, Illinois",2201,937,32.4,61806.0,1.2,0.0,5.5,0.0,1.2,0.0,4.8,88.5,0.0,0.0,0.0,4.9,0.0,18.6,19.7,33.4,14.0,9.4
92,1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois","Census Tract 623, Cook County, Illinois",1177,487,,67721.0,1.4,0.0,8.0,0.0,0.0,2.5,10.9,77.2,0.0,0.0,0.8,5.1,2.7,20.1,19.1,27.9,8.2,16.0
93,1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois","Census Tract 624, Cook County, Illinois",954,478,,74667.0,2.3,0.0,5.0,0.0,2.5,0.0,2.5,90.2,0.8,0.0,0.0,5.2,6.1,20.9,14.9,34.3,12.3,5.4
94,1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois","Census Tract 625, Cook County, Illinois",1172,608,,70500.0,0.0,0.0,8.7,0.0,0.7,1.0,7.1,83.2,0.0,1.0,0.8,8.2,10.0,14.6,20.4,23.7,15.5,5.8
95,1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois","Census Tract 626, Cook County, Illinois",1398,396,39.8,77454.0,0.0,0.0,9.1,0.0,0.0,4.3,6.1,82.3,0.0,4.0,0.0,1.5,2.8,22.2,13.4,38.1,7.6,10.4
96,1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois","Census Tract 627, Cook County, Illinois",1836,732,,60943.0,0.0,0.0,6.7,0.0,0.0,1.4,2.5,89.5,0.0,1.1,0.0,7.0,6.8,17.8,24.3,19.9,7.9,15.2
97,1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois","Census Tract 628, Cook County, Illinois",2703,1150,,73674.0,0.8,0.8,7.8,0.0,0.0,0.0,6.3,84.3,1.2,1.0,0.5,5.3,3.4,9.3,23.0,32.6,8.6,15.0
98,1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois","Census Tract 629, Cook County, Illinois",2917,1528,,68099.0,5.1,0.0,2.4,0.0,1.2,2.2,2.7,87.6,0.0,1.0,0.0,2.9,3.9,16.4,24.2,23.0,15.1,13.5
